Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
1.0974881587809846,1.0473951199758584,-1.056965275398415,1.093436007549342,0.0,1.0807555224967378,-0.7370648559078548,-0.9305551450979365,2.0977259531043653,1.5199526328521027,-0.7410930771799836,1.625511877860699,0.9521568508057769,1.315625579127201,-0.12682568684688247,-0.42623001504290237,0.16258929196141314,0.0,1.9447360234454723,1.7843986287908493,-0.5826711632880572,0.2477858753912044,-0.7019279256436279,-0.5446878443434675,-0.07903256820193974,-0.510043192395597,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.859541876896693,-0.5165704920159085,-1.056965275398415,-1.723266518201848,0.0,-1.4279455223910227,0.14119721183308065,1.6960592424347198,0.29746631212055613,-1.1574143001051003,1.2396808926642027,-1.1359862351723002,0.7035260314782367,-1.4982156564605753,-0.12682568684688247,-0.42623001504290237,0.16258929196141314,0.0,0.4933795037176163,-1.3540545064371796,-0.5826711632880572,0.2477858753912044,-1.045658886631042,-0.983214482518356,0.5506023518079185,-0.9439176883825247,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0075407027378627,-0.9829369238217339,-0.813232743250276,-1.723266518201848,0.0,0.17044732799866644,-1.4541424161460736,-0.6886645485898145,0.29746631212055613,1.5199526328521027,0.12710781744107014,1.7220166497284566,0.18621608030054895,0.4863761243377612,-0.9648406121941451,-0.42623001504290237,1.2756736081004167,0.0,0.4933795037176163,1.4037661457804966,0.2577088314483976,0.2477858753912044,1.0666504757716813,1.2809809951650637,1.173058740545392,1.305745754637061,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.423915221607604,-0.447124569902535,0.7788904976948748,-1.723266518201848,0.0,-0.6279946202818261,-0.7370648559078548,-1.2677246046624802,0.29746631212055613,-1.1574143001051003,0.12710781744107014,-1.3709149513380194,1.6852421593679785,-0.6616565580703068,-1.4621495842303598,-0.42623001504290237,0.16258929196141314,0.0,-1.0655022617700913,-0.46189885195672287,-1.5557170524204966,0.2477858753912044,0.34740559002341326,0.18163283426211194,-1.0267674937589064,0.7287658784391663,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.7283988414000536,0.4924349386015465,0.31813030033757617,2.306204428134436,0.0,-0.5978516039906948,1.256842427961107,0.291211037719767,0.29746631212055613,0.21855270651131892,0.12710781744107014,0.19356002756099625,0.7492054191952633,0.4863761243377612,-0.519038051976189,-0.42623001504290237,-0.7289432256219057,0.0,0.4933795037176163,0.07591851435754561,0.2577088314483976,0.2477858753912044,0.530051469859382,0.9181191813456744,1.173058740545392,0.9407801602859951,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.0063009605039603,0.8789456950117723,-1.056965275398415,1.093436007549342,0.0,-0.9718839080020176,-1.4541424161460736,0.889709639478762,-2.078531616989312,-1.1574143001051003,1.2396808926642027,-0.6654452207641489,1.458525204673837,1.098797505451852,-0.519038051976189,-0.42623001504290237,1.2756736081004167,0.0,-1.0655022617700913,-0.8837402406229711,0.957268161935297,-1.0772900245129924,-0.7019279256436279,-0.5446878443434675,0.5506023518079185,-0.510043192395597,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
1.4443678062700245,0.07606248422685565,-1.3163011074406825,0.006899349442061855,0.0,-1.118128077846485,0.14119721183308065,1.4937342860903893,0.29746631212055613,-1.1574143001051003,1.2396808926642027,-1.0305718007378275,1.2498919330360236,-0.6616565580703068,-1.4621495842303598,-0.42623001504290237,-0.7289432256219057,0.0,-1.0655022617700913,-1.8713315328186588,-2.6284032434407765,-1.0772900245129924,-1.4220056950644742,-1.4686854722114766,-1.0267674937589064,-1.4240346128951198,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.7283988414000536,0.693135832330377,1.6810504991832425,0.006899349442061855,0.0,0.17376245105052274,0.14119721183308065,0.8395999612264247,0.29746631212055613,1.0020743849237261,-1.4452910845378084,1.1658494550982372,-0.38542848091953796,1.656956536352669,-1.4621495842303598,-0.42623001504290237,0.16258929196141314,0.0,0.4933795037176163,1.0105890740237653,-1.5557170524204966,0.2477858753912044,0.530051469859382,0.9181191813456744,-1.0267674937589064,-0.9439176883825247,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.43237020847645735,-1.6976063139921842,0.8708091041191548,-0.9109094444738871,0.0,0.9526035101917474,1.256842427961107,0.889709639478762,0.29746631212055613,0.21855270651131892,-1.4452910845378084,-0.16715257982577805,-0.4240196772271344,-0.6616565580703068,0.2092068975632189,-0.42623001504290237,0.16258929196141314,0.0,0.4933795037176163,-0.8837402406229711,-0.5826711632880572,0.2477858753912044,-0.11220613680068336,0.18163283426211194,-0.07903256820193974,-0.510043192395597,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.1433876516991988,-1.4816908332939824,0.4511602393259071,0.006899349442061855,0.0,0.6315997159025144,1.256842427961107,1.594840889890426,-1.0340137918868224,0.21855270651131892,1.2396808926642027,0.2213132701565804,-1.0142898279460857,-0.6616565580703068,-1.4621495842303598,-0.42623001504290237,1.2756736081004167,0.0,-1.0655022617700913,-0.6666556910392536,0.2577088314483976,0.2477858753912044,0.13384579311285383,-0.5446878443434675,1.173058740545392,0.20827906601041404,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0011036468867902944,1.0300554903814438,0.31813030033757617,1.093436007549342,0.0,-1.6674808419408365,0.14119721183308065,0.7895290309929246,-1.0340137918868224,-1.1574143001051003,-1.4452910845378084,-0.6921197890345276,-1.030502801799999,1.4986008997079068,1.6945673998299078,2.3461510562538512,-0.7289432256219057,0.0,-1.0655022617700913,0.07591851435754561,0.957268161935297,0.2477858753912044,-0.11220613680068336,-0.15543187324216629,-1.0267674937589064,-0.12491781629929326,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.8714406619593394,-0.2685672316850928,-1.3163011074406825,0.006899349442061855,0.0,0.4021602256087497,1.256842427961107,1.040261607341308,-1.0340137918868224,1.5199526328521027,1.2396808926642027,1.6358811082711444,-1.538237640376716,0.4863761243377612,-0.12682568684688247,-0.42623001504290237,-0.7289432256219057,0.0,1.3479441833440706,-0.09033530808113685,-0.5826711632880572,-1.0772900245129924,0.34740559002341326,0.9181191813456744,-0.07903256820193974,0.9407801602859951,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9161206328107881,-0.6281875278583305,0.16932633686221676,1.093436007549342,0.0,-0.951725601232034,1.256842427961107,0.4402121214088981,0.29746631212055613,0.21855270651131892,1.2396808926642027,-0.5588346479220643,-0.7049742816008211,1.7965894743682054,-0.12682568684688247,-0.42623001504290237,-1.4668466896602579,0.0,1.3479441833440706,0.3679200596877969,0.2577088314483976,0.2477858753912044,0.8282750349172558,1.2809809951650637,1.701273710882703,1.1315750485046778,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.7124391951949223,-0.7323713035447958,1.311164012331044,-1.723266518201848,0.0,0.8457055356733776,-1.4541424161460736,1.5442733581836119,0.29746631212055613,0.21855270651131892,0.12710781744107014,-1.2724486498058822,1.4689072168663557,-1.4982156564605753,-0.12682568684688247,-0.42623001504290237,-0.7289432256219057,0.0,-1.0655022617700913,-0.8837402406229711,-0.5826711632880572,0.2477858753912044,-0.39078663655195334,-0.15543187324216629,-0.07903256820193974,-0.510043192395597,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.23410538114045712,-0.3305632558919792,-1.3163011074406825,0.006899349442061855,0.0,0.2698365084554116,1.256842427961107,1.5442733581836119,-1.0340137918868224,0.21855270651131892,-1.4452910845378084,0.08511339791435558,1.5993813604479894,-1.4982156564605753,1.2751472351218667,2.3461510562538512,0.16258929196141314,0.0,-1.0655022617700913,0.6125134719854062,0.2577088314483976,0.2477858753912044,1.1700472230246233,1.2809809951650637,1.173058740545392,1.305745754637061,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
